Field,Career,GPA,Extracurricular_Activities,Internships,Projects,Leadership_Positions,Field_Specific_Courses,Research_Experience,Coding_Skills,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills,Industry_Certifications,part_time_job,absence_days,weekly_self_study_hours
0,Lawyer,82.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,3,27
0,Doctor,91.42857142857143,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2,47
0,Government Officer,86.42857142857143,True,0,0,0,0,0,0,0,0,0,0,0,0,0,False,9,13
0,Artist,78.71428571428571,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,5,3
0,Unknown,74.42857142857143,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,5,10
0,Unknown,82.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2,26
0,Software Engineer,84.71428571428571,True,0,0,0,0,0,0,0,0,0,0,0,0,0,False,3,23
0,Software Engineer,82.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2,34
0,Unknown,81.14285714285714,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,6,25
0,Teacher,76.71428571428571,True,0,0,0,0,0,0,0,0,0,0,0,0,0,False,3,18
0,Teacher,76.28571428571429,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2,7
0,Unknown,74.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1,7
0,Business Owner,73.71428571428571,False,0,0,0,0,0,0,0,0,0,0,0,0,0,True,7,4
0,Business Owner,79.42857142857143,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,10,2
0,Doctor,91.14285714285714,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,3,39
0,Business Owner,74.71428571428571,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,6,0
0,Scientist,83.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,False,3,30
0,Software Engineer,82.71428571428571,True,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2,28
0,Doctor,91.42857142857143,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1,37
0,Software Engineer,82.14285714285714,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2,27
0,Software Engineer,86.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,True,3,15
0,Business Owner,77.57142857142857,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,8,4
0,Business Owner,73.71428571428571,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,9,2
0,Business Owner,68.14285714285714,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,9,1
0,Software Engineer,90.28571428571429,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,4,35
0,Doctor,89.71428571428571,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,5,22
0,Banker,84.85714285714286,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,3,34
0,Writer,81.85714285714286,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,23
0,Accountant,78.57142857142857,True,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1,17
0,Accountant,73.85714285714286,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,3,19
0,Software Engineer,84.14285714285714,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,14
0,Designer,77.57142857142857,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,4,30
0,Accountant,81.28571428571429,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,4,30
0,Banker,81.14285714285714,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1,24
0,Unknown,81.57142857142857,True,0,0,0,0,0,0,0,0,0,0,0,0,0,False,3,31
0,Unknown,74.57142857142857,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1,21
0,Construction Engineer,89.57142857142857,True,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2,19
0,Construction Engineer,89.42857142857143,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1,29
0,Banker,78.14285714285714,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,4,21
0,Accountant,77.57142857142857,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,4,18
0,Software Engineer,82.42857142857143,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,4,31
0,Business Owner,66.57142857142857,False,0,0,0,0,0,0,0,0,0,0,0,0,0,True,7,4
0,Business Owner,86.28571428571429,False,0,0,0,0,0,0,0,0,0,0,0,0,0,True,6,3
0,Game Developer,86.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,4,3
0,Business Owner,74.28571428571429,False,0,0,0,0,0,0,0,0,0,0,0,0,0,True,4,3
0,Business Owner,68.85714285714286,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,5,5
0,Lawyer,85.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,False,5,27
0,Stock Investor,78.57142857142857,True,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,28
0,Unknown,79.42857142857143,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,4,32
0,Accountant,79.85714285714286,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,14
0,Stock Investor,82.71428571428571,True,0,0,0,0,0,0,0,0,0,0,0,0,0,False,6,16
0,Lawyer,79.28571428571429,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2,24
0,Business Owner,68.42857142857143,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,9,0
0,Banker,84.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,3,32
0,Game Developer,80.71428571428571,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2,3
0,Software Engineer,81.28571428571429,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,6,31
0,Unknown,80.28571428571429,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,3,21
0,Banker,83.71428571428571,False,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2,18
0,Software Engineer,86.57142857142857,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,7,26
0,Software Engineer,90.85714285714286,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,4,23
0,Game Developer,81.14285714285714,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2,1
0,Lawyer,84.14285714285714,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,5,33
0,Business Owner,70.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,7,2
0,Banker,80.57142857142857,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1,34
0,Construction Engineer,79.14285714285714,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2,18
0,Business Owner,79.28571428571429,False,0,0,0,0,0,0,0,0,0,0,0,0,0,True,6,2
0,Software Engineer,80.57142857142857,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,3,27
0,Real Estate Developer,76.71428571428571,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2,8
0,Software Engineer,77.85714285714286,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,4,14
0,Banker,86.57142857142857,True,0,0,0,0,0,0,0,0,0,0,0,0,0,False,10,22
0,Designer,81.85714285714286,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1,15
0,Writer,84.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,True,3,22
0,Business Owner,68.71428571428571,False,0,0,0,0,0,0,0,0,0,0,0,0,0,True,10,1
0,Business Owner,69.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,True,8,3
0,Software Engineer,79.71428571428571,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2,20
0,Software Engineer,93.14285714285714,True,0,0,0,0,0,0,0,0,0,0,0,0,0,False,7,27
0,Software Engineer,81.14285714285714,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,3,24
0,Unknown,81.57142857142857,True,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1,5
0,Unknown,76.28571428571429,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,7,34
0,Software Engineer,83.28571428571429,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,3,16
0,Business Owner,75.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,True,3,3
0,Stock Investor,75.71428571428571,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1,15
0,Government Officer,75.14285714285714,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,7,11
0,Scientist,86.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,7,32
0,Unknown,72.28571428571429,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,3,28
0,Software Engineer,74.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1,24
0,Government Officer,79.85714285714286,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2,9
0,Software Engineer,82.85714285714286,True,0,0,0,0,0,0,0,0,0,0,0,0,0,False,3,14
0,Stock Investor,86.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,3,16
0,Software Engineer,74.85714285714286,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,3,29
0,Accountant,72.28571428571429,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,14
0,Government Officer,80.14285714285714,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,4,10
0,Software Engineer,84.14285714285714,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,5,31
0,Stock Investor,80.42857142857143,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,4,34
0,Unknown,81.14285714285714,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,5,3
0,Software Engineer,87.28571428571429,True,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2,34
0,Artist,82.14285714285714,True,0,0,0,0,0,0,0,0,0,0,0,0,0,False,3,2
0,Real Estate Developer,86.57142857142857,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,3,4
0,Lawyer,86.28571428571429,False,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,28
0,Game Developer,89.57142857142857,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,5
0,Artist,80.71428571428571,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2,4
0,Software Engineer,83.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2,25
0,Writer,80.42857142857143,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,5,29
0,Artist,77.14285714285714,False,0,0,0,0,0,0,0,0,0,0,0,0,0,True,6,1
0,Business Owner,82.85714285714286,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,7,2
0,Real Estate Developer,82.85714285714286,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2,0
0,Accountant,90.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,3,16
0,Scientist,82.14285714285714,True,0,0,0,0,0,0,0,0,0,0,0,0,0,False,3,31
0,Unknown,80.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1,4
0,Accountant,73.14285714285714,True,0,0,0,0,0,0,0,0,0,0,0,0,0,False,5,13
0,Stock Investor,82.85714285714286,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,4,24
0,Business Owner,65.42857142857143,False,0,0,0,0,0,0,0,0,0,0,0,0,0,True,9,2
0,Business Owner,76.57142857142857,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2,4
0,Banker,78.14285714285714,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1,22
0,Business Owner,76.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,False,6,0
0,Unknown,75.57142857142857,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2,24
0,Business Owner,71.42857142857143,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,6,1
0,Unknown,72.85714285714286,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1,19
0,Software Engineer,77.28571428571429,True,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1,19
0,Business Owner,66.85714285714286,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,6,5
0,Teacher,82.28571428571429,False,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,13
0,Doctor,91.42857142857143,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,4,26
0,Doctor,89.57142857142857,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,4,41
0,Doctor,94.14285714285714,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,3,47
0,Unknown,75.14285714285714,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2,9
0,Unknown,79.85714285714286,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,4,7
0,Game Developer,80.28571428571429,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1,3
0,Accountant,80.57142857142857,True,0,0,0,0,0,0,0,0,0,0,0,0,0,False,4,14
0,Unknown,79.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,4,26
0,Unknown,82.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,False,6,27
0,Stock Investor,82.57142857142857,False,0,0,0,0,0,0,0,0,0,0,0,0,0,True,5,25
0,Banker,76.28571428571429,False,0,0,0,0,0,0,0,0,0,0,0,0,0,True,4,16
0,Software Engineer,78.42857142857143,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,4,27
0,Business Owner,72.14285714285714,False,0,0,0,0,0,0,0,0,0,0,0,0,0,True,6,0
0,Designer,83.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1,3
0,Designer,79.71428571428571,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2,6
0,Banker,77.28571428571429,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2,12
0,Banker,80.71428571428571,True,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1,11
0,Software Engineer,87.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,4,23
0,Doctor,85.42857142857143,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2,23
0,Software Engineer,80.28571428571429,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,16
0,Artist,83.28571428571429,True,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2,3
0,Lawyer,85.85714285714286,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1,29
0,Software Engineer,81.57142857142857,True,0,0,0,0,0,0,0,0,0,0,0,0,0,False,3,18
0,Game Developer,79.85714285714286,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,3
0,Real Estate Developer,86.71428571428571,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,3,6
0,Business Owner,73.28571428571429,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,8,2
0,Lawyer,83.28571428571429,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,34
0,Unknown,83.42857142857143,True,0,0,0,0,0,0,0,0,0,0,0,0,0,False,4,22
0,Business Owner,75.85714285714286,False,0,0,0,0,0,0,0,0,0,0,0,0,0,True,5,4
0,Unknown,74.85714285714286,False,0,0,0,0,0,0,0,0,0,0,0,0,0,False,3,3
0,Business Owner,68.85714285714286,False,0,0,0,0,0,0,0,0,0,0,0,0,0,True,10,2
